Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,VideoAmt,PhotoAmt,has_name,has_description
0,2.0,28,0,1,0,0,0,0,0,2,2,2,0,1,100,3,0,1.0,1,1
0,3.0,136,107,1,0,1,0,1,0,1,0,1,0,2,0,2,0,7.0,1,1
1,5.0,100,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1.0,0,1
0,2.0,136,0,1,1,6,0,1,0,1,1,1,0,1,0,2,0,1.0,1,1
0,27.0,38,0,1,0,0,0,1,1,0,0,1,0,1,200,2,0,2.0,1,1
0,3.0,136,0,1,0,0,0,1,0,0,0,1,0,1,0,2,0,1.0,1,1
0,2.0,136,0,1,0,1,3,1,0,1,0,1,0,2,0,1,0,5.0,1,1
1,5.0,100,0,1,5,0,0,1,0,1,1,1,0,1,0,12,0,5.0,1,1
0,2.0,136,0,0,1,0,0,1,1,0,0,1,0,1,0,2,0,1.0,1,1
0,2.0,138,107,0,0,1,0,1,0,0,0,1,0,1,100,12,2,6.0,1,1
1,2.0,99,78,1,0,6,0,1,1,1,0,1,0,1,50,2,0,6.0,1,1
1,60.0,100,0,0,3,6,0,1,0,0,0,0,0,1,0,12,0,13.0,1,1
1,2.0,99,0,2,0,5,0,1,1,1,1,1,0,4,0,2,0,3.0,0,1
1,8.0,135,66,0,0,6,0,2,1,1,1,1,0,1,0,12,0,4.0,1,1
0,2.0,136,0,1,0,4,5,1,1,1,1,1,0,1,0,2,0,5.0,1,1
0,5.0,136,0,0,1,2,5,1,0,2,2,2,0,1,0,12,0,9.0,1,1
0,1.0,136,0,0,0,1,0,1,1,2,2,1,0,1,0,2,0,3.0,1,1
0,2.0,136,0,1,0,1,0,1,1,0,0,1,0,1,0,4,0,1.0,0,1
1,2.0,130,0,0,3,0,0,0,0,0,0,0,0,1,0,2,0,2.0,1,1
0,2.0,136,107,1,1,3,0,1,0,0,0,1,0,2,0,12,0,5.0,1,1
0,3.0,136,0,1,0,3,0,2,0,2,0,2,0,1,0,2,0,4.0,1,1
0,36.0,136,0,1,1,6,0,2,0,0,0,0,1,1,0,2,0,4.0,1,1
1,12.0,100,0,0,2,6,0,1,0,1,1,1,0,1,0,12,0,3.0,1,1
1,3.0,98,77,1,0,1,4,1,1,1,1,2,0,1,0,12,0,9.0,1,1
1,3.0,100,0,1,0,1,5,1,0,0,0,0,0,1,0,3,0,5.0,1,1
1,5.0,100,0,1,1,2,0,0,1,0,0,1,0,1,0,12,0,3.0,1,1
0,2.0,136,0,1,0,0,0,1,1,1,1,1,0,1,0,2,0,3.0,1,1
0,1.0,153,107,0,0,4,0,1,0,1,1,1,0,1,0,2,0,5.0,1,1
1,2.0,100,77,2,0,6,0,1,1,1,1,1,0,4,0,12,0,8.0,1,1
1,12.0,100,0,0,3,0,0,2,0,0,0,0,0,1,100,2,0,4.0,1,1
1,8.0,99,0,1,5,0,0,1,1,1,1,1,0,1,0,3,0,1.0,1,1
0,13.0,136,4,0,0,1,0,1,0,0,0,0,0,1,1,12,0,4.0,1,1
1,10.0,100,0,1,0,1,2,0,0,0,0,0,0,1,0,2,0,23.0,1,1
1,2.0,100,0,0,6,0,0,1,0,1,1,1,0,1,0,12,0,5.0,1,1
0,4.0,136,0,1,1,3,0,1,0,0,0,0,0,2,0,12,0,1.0,1,1
0,5.0,136,14,0,0,6,0,1,0,2,2,1,0,1,0,2,0,4.0,1,1
0,2.0,136,0,1,1,6,0,1,0,1,1,1,0,1,0,2,1,8.0,1,1
0,72.0,57,0,0,1,4,0,0,1,0,0,0,0,1,0,2,0,4.0,1,1
1,3.0,100,0,1,1,3,5,1,0,0,0,1,0,1,50,12,0,6.0,1,1
0,14.0,152,0,0,1,0,0,1,0,0,0,2,0,1,350,4,0,2.0,0,1
0,84.0,51,0,1,0,1,5,1,0,0,0,0,0,1,100,3,0,1.0,1,1
0,12.0,136,0,1,0,1,0,0,0,1,1,1,0,1,0,2,0,3.0,1,1
0,36.0,136,28,1,1,0,0,0,1,0,0,2,0,1,0,12,0,4.0,1,1
1,6.0,100,0,1,5,0,0,1,0,1,1,1,0,1,0,2,0,3.0,1,1
1,3.0,100,0,1,3,0,0,0,0,2,2,2,0,1,0,12,0,3.0,1,1
0,1.0,136,107,0,6,0,0,1,0,1,1,1,0,1,0,3,0,1.0,1,1
1,12.0,100,0,0,0,6,0,1,0,2,2,1,0,1,0,12,0,3.0,1,1
0,7.0,141,0,1,1,0,0,1,0,2,2,2,0,1,0,2,0,2.0,1,1
0,2.0,136,31,0,0,0,0,2,0,1,0,1,0,4,0,2,1,18.0,1,1
1,1.0,100,0,0,0,3,0,1,0,1,0,1,0,3,0,2,0,1.0,1,1
0,1.0,136,0,2,0,1,0,2,0,1,1,1,0,5,50,2,0,30.0,1,1
0,4.0,136,121,1,0,1,0,0,1,1,1,1,0,1,0,2,0,4.0,1,1
0,1.0,136,107,0,0,6,0,1,1,1,0,1,0,1,0,2,0,4.0,1,1
0,1.0,136,107,1,0,1,0,1,1,1,1,1,0,1,0,3,0,3.0,1,1
1,4.0,100,0,0,2,6,0,1,0,0,0,1,0,1,0,12,6,7.0,1,1
0,12.0,136,0,0,0,2,5,1,1,1,1,0,0,1,0,2,0,11.0,1,1
1,36.0,99,0,1,5,6,0,1,1,0,0,0,0,1,0,2,0,3.0,1,1
1,12.0,129,0,0,2,3,0,1,0,2,2,1,0,1,0,2,0,1.0,0,1
0,11.0,136,107,0,4,0,0,1,0,0,0,0,0,1,0,2,0,0.0,1,1
1,8.0,80,0,1,0,5,5,1,0,0,0,0,0,3,300,2,0,2.0,1,1
0,5.0,136,0,1,2,4,0,1,0,0,0,0,0,1,0,2,0,4.0,1,1
0,4.0,136,0,1,1,0,0,1,0,0,0,0,0,1,0,4,0,3.0,1,1
0,2.0,136,0,1,1,0,0,1,0,0,0,1,0,1,0,12,0,15.0,1,1
0,12.0,136,0,1,4,0,0,0,2,0,0,2,0,1,0,4,1,3.0,1,1
0,2.0,136,0,1,0,6,0,1,0,0,0,1,0,1,0,2,0,1.0,1,1
1,3.0,100,0,0,0,6,0,1,0,2,0,1,0,1,0,12,0,5.0,1,1
0,1.0,136,0,1,0,0,0,1,0,1,1,1,0,1,0,3,0,1.0,1,1
0,2.0,136,0,1,0,1,0,1,1,1,1,1,0,1,0,2,0,9.0,1,1
0,4.0,136,0,1,0,1,0,1,0,1,1,1,0,1,0,2,0,4.0,1,1
1,2.0,100,0,0,1,0,0,0,0,1,1,1,0,1,0,2,0,2.0,1,1
0,12.0,136,4,0,0,1,0,0,0,0,0,1,0,1,0,12,0,6.0,1,1
0,48.0,24,0,0,6,0,0,1,1,0,0,0,0,1,300,12,0,1.0,1,1
0,1.0,136,0,2,0,1,5,2,0,0,0,1,0,4,0,12,0,5.0,1,1
0,2.0,136,107,1,0,0,0,1,0,0,0,2,0,1,0,12,0,2.0,1,1
0,2.0,136,0,2,0,1,0,1,0,1,0,1,0,5,0,2,0,5.0,1,1
0,72.0,136,0,0,3,0,0,2,1,0,0,0,0,1,200,2,0,1.0,0,1
0,1.0,136,107,0,2,0,0,0,0,1,1,1,0,1,0,2,0,3.0,0,1
0,26.0,136,107,0,1,0,0,2,0,0,0,0,0,1,0,2,1,6.0,1,1
0,3.0,136,0,0,0,6,0,1,0,0,0,1,0,1,0,2,0,1.0,1,1
1,2.0,100,0,0,1,3,0,1,1,1,1,1,0,1,0,2,0,2.0,0,1
0,1.0,136,0,2,0,1,5,1,0,1,0,1,0,4,0,12,0,0.0,0,1
0,3.0,136,0,0,0,1,5,1,1,0,0,1,0,1,0,2,0,7.0,1,1
1,12.0,99,0,0,5,6,0,0,1,2,2,2,1,1,1,12,0,5.0,1,1
1,5.0,100,77,0,3,6,0,1,0,0,0,1,0,1,120,2,0,5.0,1,1
0,2.0,136,0,0,0,1,0,1,0,1,0,1,0,1,0,3,0,3.0,1,1
0,12.0,136,0,1,1,0,0,1,0,2,2,2,0,1,0,2,0,1.0,0,1
1,25.0,99,0,1,1,5,5,1,1,0,0,2,0,1,0,2,0,2.0,1,1
1,3.0,99,0,0,0,0,0,1,1,1,0,1,0,1,0,2,0,5.0,1,1
0,36.0,51,0,1,0,1,5,1,0,2,2,2,0,1,350,12,0,2.0,1,1
1,1.0,100,78,2,0,2,4,1,0,1,0,1,0,3,0,12,0,11.0,1,1
0,1.0,44,107,0,0,1,0,1,1,1,1,1,0,1,0,2,0,5.0,1,1
1,4.0,100,0,2,0,0,0,1,0,1,1,1,0,2,0,2,0,3.0,1,1
1,5.0,100,78,2,3,5,5,1,0,1,1,0,0,3,0,2,0,3.0,1,1
1,2.0,100,0,1,0,5,5,1,0,1,0,1,0,1,0,12,0,3.0,1,1
0,2.0,157,107,0,0,6,0,1,1,1,0,1,0,1,0,12,0,5.0,1,1
1,4.0,100,0,0,0,6,0,0,0,1,1,1,0,1,0,12,0,1.0,1,1
0,60.0,136,0,1,1,0,0,1,0,0,0,0,1,1,0,2,0,3.0,1,1
0,2.0,136,0,1,0,1,3,0,1,0,0,1,0,2,0,12,0,15.0,1,1
1,2.0,99,0,1,3,0,0,0,1,1,1,1,0,1,0,12,0,3.0,1,1
1,5.0,99,0,0,0,6,0,1,1,2,2,0,0,1,0,2,0,5.0,1,1
0,6.0,136,0,1,0,0,0,1,0,0,1,1,0,2,50,2,0,3.0,1,1
1,0.0,100,0,0,0,0,0,0,0,1,1,1,0,1,0,2,0,1.0,1,1
1,1.0,100,0,2,0,5,5,0,0,1,1,1,0,5,0,2,0,2.0,0,1
0,24.0,136,0,0,1,6,0,1,0,0,0,1,0,1,0,12,0,1.0,1,1
1,4.0,100,0,2,1,5,5,0,0,1,1,1,0,2,0,12,0,4.0,1,1
1,1.0,129,77,2,0,2,5,0,1,1,0,1,0,2,30,2,0,3.0,1,1
0,24.0,136,10,1,4,6,0,1,1,0,0,0,0,1,350,12,0,4.0,1,1
0,2.0,136,0,0,1,0,0,0,0,1,1,1,1,1,0,12,0,1.0,1,1
0,12.0,136,0,2,1,0,0,1,1,2,2,2,0,2,0,12,0,3.0,1,1
1,11.0,100,0,0,4,0,0,1,0,0,0,0,0,1,100,2,0,6.0,1,1
1,1.0,115,0,0,4,0,0,0,0,1,1,1,0,1,0,2,0,1.0,0,1
0,7.0,136,0,1,1,4,0,0,0,1,0,1,0,1,0,0,0,2.0,1,1
1,1.0,100,0,1,0,2,5,1,1,2,2,2,0,1,0,2,0,4.0,1,1
0,2.0,136,6,0,1,2,0,1,0,1,0,1,0,4,0,2,4,24.0,1,1
0,3.0,58,107,0,1,4,5,1,1,1,1,2,0,1,0,2,0,3.0,1,1
0,2.0,136,4,0,0,1,0,1,0,1,1,1,0,1,0,2,0,1.0,1,1
1,3.0,100,0,1,0,0,0,1,0,2,2,2,0,1,0,12,0,1.0,1,1
0,2.0,136,0,1,0,1,0,0,0,1,0,1,1,1,0,2,0,2.0,1,1
1,2.0,100,0,1,0,1,3,0,0,1,0,1,0,1,0,12,0,3.0,1,1
0,48.0,136,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2,4.0,1,1
1,16.0,99,0,1,5,0,0,2,1,0,0,0,0,1,0,12,1,2.0,1,1
0,24.0,70,0,0,6,0,0,0,2,2,0,2,0,1,0,12,0,1.0,0,1
0,2.0,136,0,1,0,4,0,1,0,1,1,1,0,1,0,2,0,8.0,1,1
0,60.0,48,0,1,0,4,5,0,0,0,0,0,0,1,300,2,0,2.0,1,1
0,12.0,139,107,1,1,6,0,1,1,0,0,0,0,1,0,2,0,3.0,1,1
0,24.0,147,28,2,1,6,0,0,1,0,0,0,1,4,350,2,0,5.0,1,1
1,24.0,98,0,0,6,0,0,2,2,1,1,1,0,1,0,2,0,2.0,1,1
1,4.0,100,0,1,0,3,5,1,0,1,0,1,0,1,0,2,0,4.0,1,1
1,5.0,100,77,1,1,6,0,0,0,1,1,1,0,1,0,12,0,3.0,1,1
0,2.0,136,0,0,4,0,0,1,0,1,1,1,0,1,0,2,0,1.0,1,1
1,6.0,100,0,0,0,0,0,1,0,0,0,1,0,1,0,2,0,1.0,1,1
0,3.0,136,0,0,0,6,0,1,1,0,0,2,0,1,0,2,0,3.0,1,1
1,3.0,100,0,1,0,6,0,0,0,2,2,2,0,1,0,12,0,3.0,1,1
1,3.0,100,0,0,1,5,0,0,0,1,1,1,0,1,0,12,0,6.0,1,1
1,4.0,99,0,0,0,5,0,1,1,2,0,2,0,1,0,12,0,2.0,1,1
1,2.0,100,0,0,0,0,0,1,1,0,0,1,0,1,0,6,0,4.0,1,1
0,0.0,136,0,2,0,1,0,1,1,1,2,1,0,5,0,7,0,1.0,1,1
1,55.0,100,0,1,0,3,5,2,0,0,0,0,0,3,0,2,0,6.0,1,1
0,2.0,136,0,1,0,6,0,1,0,0,0,0,0,1,0,4,0,5.0,1,1
0,2.0,136,0,1,1,0,0,1,0,1,1,1,0,1,20,3,0,1.0,1,1
0,38.0,136,0,0,4,6,0,1,1,0,0,1,0,1,80,2,0,2.0,1,1
1,4.0,98,78,2,0,1,1,1,2,0,0,1,0,2,50,2,0,1.0,1,1
0,1.0,136,107,0,1,0,0,1,1,1,0,1,0,1,0,2,0,1.0,1,1
0,36.0,65,120,1,0,1,5,0,0,0,0,0,0,1,0,2,0,5.0,1,1
1,1.0,100,0,2,0,1,0,0,0,1,1,1,0,2,0,12,0,4.0,1,1
1,3.0,99,0,1,3,4,5,1,0,2,2,1,0,1,0,12,0,1.0,1,1
0,6.0,136,0,0,0,1,5,1,0,0,0,0,0,1,150,12,0,11.0,1,1
1,24.0,122,78,1,1,4,0,0,0,0,2,0,0,1,0,2,0,3.0,1,1
0,2.0,136,0,1,0,1,3,1,1,1,1,1,0,5,0,2,0,5.0,1,1
1,36.0,99,0,1,0,2,5,1,1,0,0,0,0,1,0,2,0,5.0,1,1
1,7.0,100,0,1,1,6,0,1,1,1,1,1,0,2,0,12,0,2.0,1,1
0,2.0,65,107,1,1,4,5,1,0,1,1,1,0,1,0,2,0,6.0,1,1
1,14.0,99,0,0,0,4,5,2,1,1,1,1,0,1,0,12,0,5.0,1,1
1,4.0,100,0,1,0,5,0,1,0,1,1,1,0,1,10,2,0,4.0,1,1
0,60.0,38,0,0,1,0,0,0,2,2,2,1,0,1,0,12,0,2.0,1,1
0,30.0,57,23,0,6,0,0,1,1,0,0,0,0,1,350,4,0,4.0,1,1
1,3.0,100,0,1,0,1,5,0,0,1,1,1,0,1,0,2,0,1.0,1,1
1,24.0,80,60,1,5,6,0,0,0,0,0,0,0,2,0,2,0,3.0,1,1
0,84.0,21,0,1,1,4,0,2,0,0,0,0,0,1,0,12,0,1.0,1,1
1,2.0,99,0,1,1,4,5,0,1,1,1,1,0,1,0,2,0,5.0,1,1
1,3.0,100,0,0,1,2,5,0,0,1,0,1,0,1,0,4,0,2.0,1,1
0,3.0,136,0,0,1,0,0,1,1,1,0,1,0,1,0,4,0,2.0,1,1
1,4.0,100,0,1,5,6,0,1,0,0,0,2,0,2,0,7,0,2.0,1,1
1,3.0,80,0,2,0,2,5,0,0,1,1,1,0,9,0,2,0,18.0,1,1
0,4.0,136,0,1,1,6,0,1,1,2,0,2,0,1,0,2,0,3.0,1,1
0,1.0,136,0,1,1,0,0,0,0,1,1,1,0,1,0,2,0,1.0,0,1
1,2.0,99,0,1,6,0,0,0,1,2,2,2,0,1,0,12,0,4.0,1,1
1,2.0,84,78,0,0,6,0,2,0,1,0,1,0,1,90,2,0,5.0,1,1
0,2.0,136,0,1,0,4,0,1,0,0,0,1,0,1,0,12,0,5.0,1,1
0,2.0,136,122,0,0,6,0,1,0,0,0,1,0,1,0,2,4,18.0,1,1
0,1.0,136,0,1,1,2,3,1,1,1,1,1,0,1,0,2,0,3.0,1,1
0,3.0,15,107,0,1,4,5,1,1,0,0,1,1,1,200,4,0,3.0,1,1
1,2.0,99,0,1,1,2,4,1,1,1,0,1,0,1,0,12,0,3.0,1,1
1,1.0,130,0,2,0,4,5,1,0,1,1,1,0,6,0,2,0,2.0,0,1
0,1.0,44,107,1,0,1,0,1,0,0,0,1,0,1,0,12,0,3.0,0,1
0,1.0,136,0,0,1,0,0,1,0,1,1,1,0,1,0,2,0,1.0,1,1
0,2.0,136,0,0,4,6,0,1,0,0,0,1,0,1,0,12,0,3.0,1,1
1,1.0,100,0,1,3,0,0,1,0,1,1,1,0,1,0,1,0,4.0,1,1
1,24.0,98,0,1,2,4,0,0,2,1,1,1,0,1,100,2,0,4.0,1,1
0,5.0,136,0,1,1,4,5,1,1,1,1,1,0,1,0,2,0,1.0,1,1
0,36.0,8,0,0,2,0,0,2,2,0,0,1,0,1,0,7,0,2.0,1,1
0,6.0,136,0,0,0,0,0,1,0,1,0,1,0,1,0,4,0,1.0,1,1
0,4.0,65,38,1,0,1,5,1,0,1,0,1,0,1,0,2,0,5.0,1,1
0,2.0,21,107,1,0,2,5,2,0,1,1,1,0,1,0,1,0,5.0,1,1
1,1.0,100,0,0,1,2,5,1,0,1,1,1,0,1,0,2,0,26.0,1,1
0,2.0,136,107,1,0,1,0,2,0,1,0,1,0,1,50,5,0,4.0,1,1
0,24.0,136,0,1,3,4,5,1,0,0,0,0,0,1,0,12,0,7.0,1,1
1,2.0,99,0,1,0,6,0,0,1,1,0,1,2,1,0,7,0,2.0,1,1
1,1.0,100,0,2,0,6,0,0,0,2,2,1,0,2,0,2,1,4.0,1,1
0,48.0,51,0,0,0,1,0,0,1,0,0,2,0,1,0,2,0,4.0,1,1
1,24.0,98,0,1,0,1,0,1,2,0,0,1,0,1,0,2,0,2.0,1,1
1,3.0,99,0,0,1,6,0,0,1,1,0,1,0,1,0,1,0,5.0,1,1
0,12.0,38,0,0,5,0,0,0,0,0,2,2,2,1,0,2,0,2.0,0,1
0,3.0,136,0,1,0,1,0,1,0,0,0,1,0,1,0,2,0,7.0,1,1
1,1.0,100,0,2,2,6,0,1,0,1,1,1,0,5,0,12,0,3.0,1,1
1,1.0,100,0,0,5,6,0,0,0,1,1,1,0,1,0,2,0,3.0,1,1
0,2.0,65,107,1,0,1,0,1,1,0,2,1,0,1,0,2,0,3.0,1,1
1,2.0,100,0,2,1,2,5,1,0,1,1,1,0,2,0,2,0,13.0,1,1
0,3.0,136,0,0,0,1,0,1,0,0,0,1,0,1,0,2,0,1.0,1,1
1,4.0,100,69,1,0,1,5,1,0,1,0,1,0,1,0,12,0,22.0,1,1
0,5.0,136,0,0,3,4,0,1,0,0,0,0,0,1,0,12,0,10.0,1,1
1,3.0,100,101,0,5,6,0,1,0,1,0,1,1,1,0,12,0,18.0,1,1
0,4.0,62,44,1,4,0,0,1,1,0,0,1,0,1,0,2,0,8.0,1,1
1,3.0,100,0,2,0,5,5,1,0,1,1,1,0,3,0,2,0,0.0,0,1
1,6.0,100,0,1,0,1,1,0,0,0,0,0,0,1,30,12,0,1.0,1,1
0,10.0,136,0,0,0,1,0,2,0,2,2,2,1,1,0,4,0,5.0,1,1
0,3.0,52,0,2,0,4,5,1,0,1,0,1,0,4,0,2,0,6.0,1,1
1,2.0,99,0,2,0,6,0,1,1,0,0,1,0,3,0,2,0,3.0,1,1
1,3.0,100,0,1,0,6,0,0,0,1,0,1,0,3,0,3,0,7.0,1,1
1,1.0,99,0,0,4,5,5,1,1,0,0,1,0,1,0,12,0,2.0,1,1
1,6.0,100,0,1,1,3,5,1,0,1,1,1,0,2,0,2,0,2.0,1,1
0,0.0,136,0,2,0,4,5,1,0,1,1,1,0,7,0,2,0,8.0,1,1
0,4.0,136,107,1,1,6,0,1,0,1,1,1,0,1,0,12,0,3.0,1,1
1,7.0,100,78,1,0,5,0,1,0,0,0,1,0,1,0,2,0,2.0,1,1
0,2.0,136,0,1,2,0,0,1,1,1,0,1,0,1,0,2,0,1.0,0,1
0,7.0,136,107,0,0,1,2,1,0,0,0,2,0,1,0,7,0,0.0,1,1
0,24.0,136,0,0,0,0,0,1,0,0,0,0,0,1,0,12,0,2.0,1,1
1,8.0,100,0,0,1,0,0,1,1,0,0,2,0,1,0,12,0,3.0,1,1
0,33.0,58,50,1,2,3,5,1,1,0,0,0,0,1,10,2,0,4.0,1,1
1,1.0,100,0,0,1,0,0,1,0,1,1,1,0,1,100,12,0,6.0,1,1
1,1.0,100,0,2,0,6,0,0,1,2,2,2,0,2,0,2,0,2.0,0,1
0,4.0,136,0,1,0,6,0,1,0,0,1,1,0,1,0,5,0,2.0,1,1
1,3.0,129,104,1,0,1,4,1,1,1,0,1,0,2,0,12,0,6.0,1,1
0,36.0,52,0,1,1,0,0,1,0,2,2,2,0,1,300,12,0,1.0,0,1
1,3.0,100,78,0,6,0,0,1,0,1,0,1,0,1,0,12,0,1.0,1,1
1,12.0,98,0,1,0,5,5,1,1,0,0,1,0,1,150,2,0,2.0,1,1
1,9.0,100,0,1,5,0,0,1,0,1,2,2,0,1,0,12,0,3.0,1,1
0,1.0,136,0,1,0,1,5,1,0,0,0,0,0,3,150,12,0,29.0,1,1
0,1.0,136,107,0,6,0,0,0,1,1,1,1,0,4,0,3,0,0.0,1,1
1,1.0,100,0,1,5,0,0,0,0,1,0,1,0,1,0,12,0,5.0,1,1
0,5.0,62,0,0,0,1,5,2,1,0,0,0,0,1,0,2,0,2.0,1,1
0,12.0,136,50,0,0,1,5,1,0,0,0,0,0,1,0,2,0,3.0,1,1
1,1.0,99,0,1,1,4,5,1,1,1,1,1,0,1,0,7,0,2.0,1,1
0,2.0,136,0,0,0,1,0,0,1,1,1,1,0,2,0,2,0,5.0,1,1
1,6.0,100,77,1,0,5,5,0,1,0,0,0,0,4,30,2,0,4.0,1,1
1,36.0,100,0,1,0,1,4,1,1,0,0,0,0,1,0,2,0,5.0,1,1
0,2.0,65,107,1,0,1,0,0,0,1,0,1,0,1,0,2,0,10.0,1,1
1,22.0,117,0,1,1,2,5,1,2,0,0,0,0,1,0,12,0,5.0,1,1
1,12.0,117,0,0,0,6,0,1,1,0,0,0,0,2,0,2,0,1.0,1,1
0,24.0,38,0,0,6,0,0,0,0,0,0,0,0,1,0,12,0,1.0,1,1
1,5.0,100,0,0,3,6,0,1,0,0,0,0,0,1,100,12,0,1.0,1,1
1,2.0,100,0,1,0,6,0,0,0,1,1,1,0,1,0,12,0,3.0,1,1
0,15.0,136,0,1,6,0,0,1,0,0,0,0,0,1,0,2,0,3.0,1,1
0,2.0,136,0,0,0,0,0,1,0,1,1,1,0,3,0,2,0,1.0,1,1
0,29.0,62,14,1,4,6,0,1,1,0,0,0,0,1,0,2,0,7.0,1,1
1,10.0,98,0,1,0,0,0,1,2,0,0,0,0,1,200,12,0,1.0,1,1
1,1.0,98,0,2,0,2,0,0,1,1,1,1,0,2,0,2,0,1.0,1,1
1,2.0,100,78,1,5,6,0,1,0,0,0,0,0,1,0,12,0,5.0,1,1
0,3.0,136,0,1,1,2,0,1,1,1,0,1,0,1,0,2,1,1.0,0,1
0,1.0,136,0,1,1,6,0,1,1,0,0,1,0,1,0,2,0,1.0,1,1
0,2.0,157,107,1,0,1,5,1,0,1,0,1,0,1,0,12,0,7.0,1,1
0,2.0,44,107,0,0,1,0,2,1,2,2,2,0,1,0,2,0,4.0,1,1
0,1.0,136,0,0,1,6,0,1,0,1,1,1,0,2,0,12,0,1.0,1,1
1,7.0,91,104,1,0,3,5,1,0,0,0,1,0,1,0,2,0,11.0,1,1
0,1.0,136,0,0,1,6,0,1,2,1,1,1,0,1,0,12,0,1.0,1,1
0,24.0,136,0,0,2,3,3,0,0,2,2,1,0,1,0,12,0,5.0,1,1
1,17.0,117,76,1,0,2,4,1,2,0,0,1,0,1,0,2,0,4.0,1,1
0,2.0,136,0,0,1,0,0,1,1,1,1,1,0,1,0,12,0,2.0,0,1
0,4.0,136,0,1,1,0,0,1,0,2,2,1,1,1,0,7,0,4.0,1,1
0,2.0,136,107,1,0,1,0,1,0,1,1,1,0,1,0,12,0,3.0,1,1
0,3.0,136,0,0,1,0,0,1,0,2,2,1,0,1,0,2,0,2.0,1,1
0,1.0,136,107,2,1,2,4,0,0,1,1,2,0,6,0,2,1,5.0,1,1
0,48.0,57,0,0,4,0,0,0,2,0,0,0,1,1,200,2,0,1.0,1,1
1,2.0,99,0,1,3,6,0,1,1,1,1,1,0,1,0,12,0,5.0,0,1
0,4.0,136,0,0,2,0,0,1,0,0,0,1,0,1,155,12,0,1.0,1,1
0,8.0,136,10,1,4,6,0,1,0,0,0,0,0,1,0,2,0,3.0,1,1
1,4.0,100,0,1,1,3,3,1,0,1,0,1,0,1,0,2,0,2.0,1,1
1,2.0,122,101,1,1,4,5,0,0,1,0,1,0,1,0,12,0,4.0,1,1
1,62.0,100,0,0,0,0,0,2,0,0,0,0,0,1,0,12,0,2.0,1,1
0,12.0,136,0,1,2,4,5,1,1,0,0,0,0,1,0,2,0,3.0,1,1
0,24.0,137,109,0,0,6,0,1,2,0,0,1,0,1,0,2,0,0.0,0,1
1,4.0,100,0,0,1,4,0,1,0,2,2,1,0,1,0,2,0,3.0,1,1
0,2.0,149,107,2,1,4,0,1,0,1,0,1,0,4,0,2,0,8.0,1,1
0,24.0,136,0,1,1,0,0,1,1,2,2,2,0,20,0,5,0,1.0,1,1
0,36.0,136,0,0,0,0,0,1,1,0,0,0,0,1,0,12,0,3.0,1,1
1,36.0,99,0,1,0,1,4,1,1,0,0,0,0,1,0,2,0,3.0,1,1
0,1.0,136,107,1,0,3,5,0,1,1,1,1,0,1,0,6,0,6.0,1,1
0,1.0,136,107,1,0,1,0,1,1,1,1,1,0,1,0,2,0,1.0,1,1
0,89.0,157,114,1,0,6,0,2,0,0,0,0,0,1,0,2,0,1.0,1,1
1,2.0,100,0,0,5,6,0,1,0,1,1,1,0,1,0,2,0,5.0,1,1
0,10.0,136,0,1,1,0,0,1,0,0,0,1,0,1,0,2,0,2.0,1,1
1,1.0,100,0,1,1,2,2,1,0,1,1,1,0,1,0,1,0,3.0,1,1
1,3.0,100,0,0,1,6,0,0,0,0,0,1,0,1,0,12,0,2.0,1,1
0,2.0,136,0,0,6,0,0,1,0,0,2,2,0,1,50,7,0,1.0,0,1
1,1.0,99,0,2,1,2,0,0,1,1,1,1,0,2,0,2,0,3.0,1,1
0,5.0,136,0,0,1,6,0,1,0,0,0,1,0,1,0,7,0,5.0,1,1
1,3.0,84,97,0,5,0,0,1,0,1,0,1,0,1,150,2,0,1.0,1,1
0,72.0,136,0,1,0,0,0,1,0,2,0,1,1,1,0,2,0,4.0,1,1
0,1.0,136,0,0,1,6,0,1,1,1,1,1,0,1,0,3,0,2.0,1,1
0,5.0,48,0,0,5,0,0,0,0,0,0,1,0,1,0,12,0,2.0,1,1
0,2.0,136,0,1,1,0,0,1,1,0,0,1,0,2,0,2,0,12.0,1,1
1,1.0,100,0,0,0,2,0,0,0,1,1,1,0,3,0,12,0,3.0,1,1
0,84.0,59,0,0,0,1,5,1,0,0,0,0,0,1,0,3,0,2.0,1,1
0,1.0,136,0,1,1,0,0,1,0,1,0,1,0,1,0,2,0,4.0,1,1
1,3.0,99,77,1,0,6,0,1,1,1,0,1,0,1,0,12,0,6.0,1,1
1,3.0,100,0,1,6,0,0,0,0,1,1,1,0,1,0,3,0,2.0,1,1
1,8.0,100,0,1,1,5,5,1,0,1,0,1,0,1,0,12,0,2.0,1,1
1,4.0,99,0,0,5,6,0,1,1,1,1,1,0,1,0,2,0,2.0,1,1
0,12.0,136,0,1,0,0,0,0,1,2,2,1,0,1,0,12,0,0.0,1,1
0,2.0,136,0,0,0,6,0,1,1,0,0,1,0,1,0,2,0,1.0,1,1
1,3.0,100,0,2,1,4,5,1,1,2,2,2,0,3,0,2,0,1.0,1,1
0,20.0,136,0,0,0,1,5,1,0,2,2,2,0,2,0,2,0,1.0,1,1
