Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,VideoAmt,PhotoAmt,has_name,has_description,desc_len,rescuer_listings,health_score,age_x_MaturitySize,Age_level,Has_photo,Has_video,photo_video_score,Is_free,Is_mixed_breed,Is_group,health_complete,health_unknown,Is_baby,Is_senior,AdoptionSpeed
0,4.0,136,0,1,0,1,0,1,0,0,0,1,0,1,35,12,0,5.0,1,1,26,5,3,0.016666666666666666,1,1,0,5.0,0,0,0,0,0,1,0,3
1,12.0,100,0,1,3,6,0,1,0,1,0,1,0,1,0,2,0,2.0,1,1,68,1,2,0.05,1,1,0,2.0,1,0,0,0,0,0,0,4
1,2.0,100,0,1,4,6,0,0,0,1,0,1,0,1,0,12,0,1.0,1,1,132,1,2,0.004166666666666667,1,1,0,1.0,1,0,0,0,0,1,0,1
1,4.0,89,0,1,3,4,5,1,0,1,1,1,0,2,0,2,0,1.0,0,1,30,1,1,0.016666666666666666,1,1,0,1.0,1,0,1,0,0,0,0,2
0,2.0,136,0,1,0,1,4,1,0,1,1,1,0,4,0,2,0,1.0,1,1,23,1,1,0.008333333333333333,1,1,0,1.0,1,0,1,0,0,1,0,2
0,3.0,136,51,0,2,4,0,1,1,1,0,1,0,1,0,2,0,6.0,1,1,60,262,2,0.0125,1,1,0,6.0,1,1,0,0,0,1,0,1
1,2.0,135,78,0,0,6,0,0,0,1,0,1,0,1,0,12,0,1.0,1,1,48,7,2,0.004166666666666667,1,1,0,1.0,1,1,0,0,0,1,0,1
0,17.0,44,0,1,1,0,0,2,0,1,1,1,0,1,200,2,0,2.0,1,1,26,1,1,0.10625000000000001,1,1,0,2.0,0,0,0,0,0,0,0,4
1,2.0,100,0,2,0,3,5,1,0,1,1,1,0,4,0,12,0,5.0,1,1,120,1,1,0.008333333333333333,1,1,0,5.0,1,0,1,0,0,1,0,1
1,0.0,99,97,2,0,3,3,1,1,0,0,0,0,3,0,1,0,3.0,1,1,13,1,4,0.0,1,1,0,3.0,1,1,1,1,0,1,0,0
1,1.0,129,0,2,1,4,4,1,1,0,0,0,0,3,50,2,0,5.0,0,1,103,1,4,0.004166666666666667,1,1,0,5.0,0,0,1,1,0,1,0,1
0,1.0,136,72,1,0,1,0,2,1,0,0,1,0,1,0,2,0,5.0,1,1,53,377,3,0.00625,1,1,0,5.0,1,1,0,0,0,1,0,2
1,2.0,129,101,1,5,0,0,0,0,2,2,1,0,1,0,2,0,0.0,1,1,20,1,1,0.004166666666666667,1,0,0,0.0,1,1,0,0,2,1,0,4
0,1.0,136,0,0,0,0,0,1,0,0,0,1,0,2,0,2,0,4.0,1,1,23,65,3,0.004166666666666667,1,1,0,4.0,1,0,1,0,0,1,0,2
0,24.0,28,0,1,1,0,0,0,0,2,2,2,0,1,0,2,0,8.0,1,1,61,262,1,0.05,2,1,0,8.0,1,0,0,0,3,0,0,2
0,15.0,136,107,0,1,0,0,1,0,0,0,0,0,1,100,2,0,5.0,1,1,95,1,4,0.0625,1,1,0,5.0,0,1,0,1,0,0,0,4
0,24.0,136,107,1,1,0,0,1,1,1,0,1,0,1,0,3,0,3.0,1,1,19,36,2,0.1,2,1,0,3.0,1,1,0,0,0,0,0,4
1,29.0,100,0,1,5,0,0,1,0,0,0,0,0,1,0,2,0,2.0,1,1,14,8,4,0.12083333333333333,2,1,0,2.0,1,0,0,1,0,0,0,2
1,4.0,99,0,1,0,6,0,1,1,1,1,1,0,1,0,12,0,3.0,1,1,11,3,1,0.016666666666666666,1,1,0,3.0,1,0,0,0,0,0,0,1
0,2.0,136,0,0,1,0,0,1,1,0,0,1,0,1,50,2,0,1.0,1,1,6,22,3,0.008333333333333333,1,1,0,1.0,0,0,0,0,0,1,0,2
0,4.0,136,0,0,1,0,0,1,0,0,0,1,0,1,0,2,0,9.0,1,1,48,377,3,0.016666666666666666,1,1,0,9.0,1,0,0,0,0,1,0,2
0,60.0,38,0,1,1,0,0,0,0,0,0,0,1,1,0,2,0,4.0,1,1,190,31,3,0.125,2,1,0,4.0,1,0,0,0,0,0,0,1
0,108.0,136,107,2,1,6,0,2,0,0,0,0,0,2,0,2,3,5.0,1,1,49,31,4,0.675,3,1,1,11.0,1,1,1,1,0,0,1,4
1,4.0,99,0,0,0,5,5,1,1,0,0,0,0,1,0,12,0,10.0,1,1,207,8,4,0.016666666666666666,1,1,0,10.0,1,0,0,1,0,0,0,4
1,2.0,100,0,2,3,4,4,1,0,0,0,1,0,4,0,2,0,8.0,1,1,96,1,3,0.008333333333333333,1,1,0,8.0,1,0,1,0,0,1,0,3
1,1.0,80,0,1,1,2,0,0,0,1,1,1,0,1,0,9,0,1.0,1,1,5,5,1,0.0020833333333333333,1,1,0,1.0,1,0,0,0,0,1,0,4
1,7.0,88,0,0,3,6,0,2,1,0,0,0,0,1,0,12,0,2.0,0,1,6,1,4,0.043750000000000004,1,1,0,2.0,1,0,0,1,0,0,0,3
1,3.0,100,0,0,5,6,0,0,0,1,0,1,0,1,0,12,0,5.0,1,1,134,21,2,0.00625,1,1,0,5.0,1,0,0,0,0,1,0,4
0,2.0,151,107,1,0,0,0,1,0,2,0,1,0,1,0,12,0,5.0,1,1,38,179,2,0.008333333333333333,1,1,0,5.0,1,1,0,0,1,1,0,2
0,3.0,151,107,0,0,0,0,1,0,1,0,1,0,1,0,2,0,6.0,1,1,94,262,2,0.0125,1,1,0,6.0,1,1,0,0,0,1,0,2
1,2.0,135,0,2,0,6,0,0,0,1,1,1,0,3,0,2,0,11.0,1,1,84,1,1,0.004166666666666667,1,1,0,11.0,1,0,1,0,0,1,0,2
1,1.0,136,0,0,0,6,0,0,0,1,1,2,0,1,0,2,0,2.0,1,1,102,2,1,0.0020833333333333333,1,1,0,2.0,1,0,0,0,1,1,0,4
0,1.0,136,0,0,0,0,0,1,0,1,1,0,0,1,0,7,0,3.0,1,1,79,1,2,0.004166666666666667,1,1,0,3.0,1,0,0,0,0,1,0,4
0,36.0,136,0,0,0,1,4,1,0,2,2,2,0,1,0,12,0,1.0,0,1,32,4,1,0.15000000000000002,2,1,0,1.0,1,0,0,0,3,0,0,4
0,25.0,48,0,0,5,6,0,1,2,0,0,1,0,1,100,2,0,2.0,1,1,3,1,3,0.10416666666666669,2,1,0,2.0,0,0,0,0,0,0,0,1
1,5.0,100,0,1,1,5,5,0,0,0,0,0,0,1,70,2,0,5.0,1,1,13,2,4,0.010416666666666668,1,1,0,5.0,0,0,0,1,0,0,0,2
1,1.0,100,78,2,0,5,5,1,0,1,0,2,0,5,0,2,0,1.0,0,1,143,3,2,0.004166666666666667,1,1,0,1.0,1,1,1,0,1,1,0,4
1,2.0,99,0,2,1,4,4,1,1,1,1,1,0,4,0,2,0,3.0,1,1,16,20,1,0.008333333333333333,1,1,0,3.0,1,0,1,0,0,1,0,4
0,1.0,136,0,1,0,1,0,1,0,1,1,1,0,2,0,2,0,6.0,1,1,142,41,1,0.004166666666666667,1,1,0,6.0,1,0,1,0,0,1,0,1
0,26.0,136,0,1,0,0,0,1,0,0,0,0,0,1,0,2,0,2.0,1,1,34,4,4,0.10833333333333334,2,1,0,2.0,1,0,0,1,0,0,0,4
1,3.0,122,101,2,1,6,0,1,0,1,1,1,0,3,0,2,0,5.0,1,1,38,20,1,0.0125,1,1,0,5.0,1,1,1,0,0,1,0,2
0,2.0,136,0,1,0,1,5,1,0,1,1,1,0,2,0,4,0,1.0,1,1,56,1,1,0.008333333333333333,1,1,0,1.0,1,0,1,0,0,1,0,1
0,3.0,136,0,2,0,1,1,1,0,1,1,1,0,4,0,2,0,1.0,1,1,123,6,1,0.0125,1,1,0,1.0,1,0,1,0,0,1,0,3
0,2.0,136,0,1,3,0,0,1,1,1,0,1,0,1,0,12,0,0.0,1,1,26,10,2,0.008333333333333333,1,0,0,0.0,1,0,0,0,0,1,0,3
0,3.0,136,0,1,1,6,0,1,0,2,2,1,0,1,0,2,0,1.0,1,1,2,8,1,0.0125,1,1,0,1.0,1,0,0,0,2,1,0,2
1,1.0,100,0,0,1,5,5,1,0,1,1,1,0,1,0,2,0,2.0,1,1,38,2,1,0.004166666666666667,1,1,0,2.0,1,0,0,0,0,1,0,3
0,84.0,57,37,0,0,6,0,0,1,2,0,2,0,1,0,2,0,3.0,1,1,56,1,2,0.17500000000000002,2,1,0,3.0,1,1,0,0,2,0,0,2
0,2.0,136,0,0,1,0,0,1,0,0,0,1,0,1,0,2,0,3.0,1,1,76,3,3,0.008333333333333333,1,1,0,3.0,1,0,0,0,0,1,0,1
1,5.0,99,0,0,0,0,0,1,1,0,0,0,0,1,150,12,1,20.0,1,1,164,34,4,0.020833333333333336,1,1,1,22.0,0,0,0,1,0,0,0,4
0,1.0,136,0,1,0,5,0,1,1,1,1,1,0,1,0,4,0,2.0,1,1,53,32,1,0.004166666666666667,1,1,0,2.0,1,0,0,0,0,1,0,2
1,2.0,115,0,1,5,0,0,0,0,1,1,1,0,1,0,2,0,3.0,1,1,28,3,1,0.004166666666666667,1,1,0,3.0,1,0,0,0,0,1,0,4
1,1.0,100,0,2,0,3,5,1,0,1,1,1,0,6,0,2,0,10.0,1,1,164,2,1,0.004166666666666667,1,1,0,10.0,1,0,1,0,0,1,0,2
1,14.0,100,0,2,0,1,4,1,1,1,1,1,0,4,0,2,0,2.0,1,1,73,1,1,0.05833333333333334,2,1,0,2.0,1,0,1,0,0,0,0,4
0,1.0,136,0,0,0,1,5,1,1,1,1,1,0,1,0,3,0,1.0,1,1,20,41,1,0.004166666666666667,1,1,0,1.0,1,0,0,0,0,1,0,2
0,2.0,136,0,0,0,4,0,1,1,1,2,1,0,1,0,12,0,5.0,1,1,22,123,1,0.008333333333333333,1,1,0,5.0,1,0,0,0,1,1,0,4
1,3.0,100,0,0,0,5,5,0,0,1,1,1,0,1,0,12,0,2.0,1,1,6,6,1,0.00625,1,1,0,2.0,1,0,0,0,0,1,0,3
0,4.0,136,107,0,3,0,0,0,0,0,0,2,0,1,0,12,0,2.0,1,1,37,3,3,0.008333333333333333,1,1,0,2.0,1,1,0,0,1,1,0,4
0,2.0,136,0,2,0,1,5,0,0,1,1,1,0,8,0,2,0,8.0,0,1,49,2,1,0.004166666666666667,1,1,0,8.0,1,0,1,0,0,1,0,4
1,3.0,122,78,1,4,5,0,0,0,1,1,1,0,1,0,2,0,14.0,1,1,110,1,1,0.00625,1,1,0,14.0,1,1,0,0,0,1,0,2
0,1.0,62,107,2,0,1,0,1,0,1,0,1,0,2,0,2,0,4.0,1,1,14,1,2,0.004166666666666667,1,1,0,4.0,1,1,1,0,0,1,0,3
0,1.0,136,0,1,1,6,0,1,0,1,0,2,0,1,0,5,0,1.0,1,1,116,4,2,0.004166666666666667,1,1,0,1.0,1,0,0,0,1,1,0,3
0,48.0,62,0,0,1,0,0,1,2,2,2,2,0,1,0,2,0,1.0,1,1,98,9,1,0.2,2,1,0,1.0,1,0,0,0,3,0,0,2
0,2.0,136,0,1,0,6,0,1,0,0,0,0,0,1,0,2,0,14.0,1,1,59,262,4,0.008333333333333333,1,1,0,14.0,1,0,0,1,0,1,0,4
1,15.0,99,0,2,0,2,5,1,1,1,2,2,0,2,0,2,0,9.0,1,1,32,1,1,0.0625,2,1,0,9.0,1,0,1,0,2,0,0,2
0,67.0,38,0,1,1,0,0,0,1,0,0,0,0,1,300,12,0,1.0,1,1,163,1,4,0.13958333333333334,2,1,0,1.0,0,0,0,1,0,0,0,3
0,2.0,136,107,0,4,0,0,1,1,1,0,1,0,1,0,3,0,3.0,1,1,107,36,2,0.008333333333333333,1,1,0,3.0,1,1,0,0,0,1,0,1
1,12.0,100,0,1,2,0,0,1,0,2,2,2,0,1,0,12,0,2.0,0,1,121,1,1,0.05,1,1,0,2.0,1,0,0,0,3,0,0,4
1,14.0,100,0,0,1,6,0,1,0,0,0,0,0,1,0,12,0,2.0,1,1,73,4,4,0.05833333333333334,2,1,0,2.0,1,0,0,1,0,0,0,4
0,3.0,136,0,1,0,0,0,1,0,1,0,1,0,1,80,2,0,1.0,1,1,20,4,2,0.0125,1,1,0,1.0,0,0,0,0,0,1,0,3
1,2.0,122,0,0,1,4,5,0,0,1,1,1,0,1,0,2,0,2.0,1,1,154,6,1,0.004166666666666667,1,1,0,2.0,1,0,0,0,0,1,0,2
0,16.0,35,2,1,1,6,0,2,0,2,0,0,0,1,200,2,0,2.0,1,1,49,1,3,0.1,1,1,0,2.0,0,1,0,0,1,0,0,2
1,2.0,117,78,2,0,1,5,0,1,1,1,1,0,3,0,2,0,3.0,1,1,115,1,1,0.004166666666666667,1,1,0,3.0,1,1,1,0,0,1,0,3
0,8.0,136,0,0,0,1,0,1,0,2,2,0,0,1,0,2,0,2.0,1,1,63,262,2,0.03333333333333333,1,1,0,2.0,1,0,0,0,2,0,0,4
0,52.0,57,0,0,1,2,5,1,0,0,0,1,0,1,0,2,0,2.0,1,1,126,1,3,0.21666666666666667,2,1,0,2.0,1,0,0,0,0,0,0,1
0,1.0,136,0,0,1,6,0,1,1,1,1,1,0,1,0,12,0,10.0,1,1,22,18,1,0.004166666666666667,1,1,0,10.0,1,0,0,0,0,1,0,1
0,2.0,136,0,2,1,4,5,1,0,2,0,1,0,9,0,12,0,1.0,0,1,5,179,2,0.008333333333333333,1,1,0,1.0,1,0,1,0,1,1,0,4
0,24.0,136,25,0,1,0,0,1,0,0,0,0,0,1,0,2,0,8.0,1,1,70,19,4,0.1,2,1,0,8.0,1,1,0,1,0,0,0,4
0,2.0,136,2,0,1,6,0,1,0,0,0,1,0,1,200,2,0,3.0,1,1,74,35,3,0.008333333333333333,1,1,0,3.0,0,1,0,0,0,1,0,3
0,1.0,136,0,2,0,0,0,1,0,1,1,1,0,7,0,2,1,3.0,0,1,8,1,1,0.004166666666666667,1,1,1,5.0,1,0,1,0,0,1,0,2
0,2.0,136,33,1,0,2,0,2,1,0,0,1,0,1,0,2,0,6.0,1,1,34,377,3,0.0125,1,1,0,6.0,1,1,0,0,0,1,0,1
1,5.0,98,92,1,1,0,0,1,2,0,0,2,0,1,100,2,0,3.0,1,1,47,2,3,0.020833333333333336,1,1,0,3.0,0,1,0,0,1,0,0,1
0,2.0,136,107,0,1,6,0,1,1,1,0,1,0,1,0,2,0,6.0,1,1,2,180,2,0.008333333333333333,1,1,0,6.0,1,1,0,0,0,1,0,3
1,15.0,100,0,0,0,1,5,2,0,1,1,1,0,1,50,12,0,1.0,1,1,31,3,1,0.09375,2,1,0,1.0,0,0,0,0,0,0,0,1
1,1.0,129,0,0,5,0,0,1,1,1,1,1,0,1,0,12,0,3.0,1,1,79,11,1,0.004166666666666667,1,1,0,3.0,1,0,0,0,0,1,0,2
0,26.0,13,107,1,1,4,4,1,2,0,0,2,0,1,0,2,0,4.0,1,1,6,1,3,0.10833333333333334,2,1,0,4.0,1,1,0,0,1,0,0,4
1,2.0,100,0,1,0,1,5,0,0,1,1,1,0,1,1,3,0,1.0,0,1,21,1,1,0.004166666666666667,1,1,0,1.0,0,0,0,0,0,1,0,4
0,1.0,65,0,2,1,2,4,0,1,2,2,2,0,8,0,7,0,3.0,1,1,10,1,1,0.0020833333333333333,1,1,0,3.0,1,0,1,0,3,1,0,2
1,1.0,100,0,1,0,3,5,1,0,1,1,1,0,1,0,2,0,3.0,0,1,32,2,1,0.004166666666666667,1,1,0,3.0,1,0,0,0,0,1,0,3
0,24.0,136,0,0,1,6,0,1,1,0,0,0,1,1,0,12,0,5.0,1,1,11,34,3,0.1,2,1,0,5.0,1,0,0,0,0,0,0,3
1,8.0,100,0,0,0,6,0,0,0,1,1,2,0,1,0,2,0,7.0,1,1,184,2,1,0.016666666666666666,1,1,0,7.0,1,0,0,0,1,0,0,3
0,120.0,136,0,0,1,2,0,1,1,2,2,2,1,1,0,12,0,1.0,1,1,192,1,0,0.5,3,1,0,1.0,1,0,0,0,3,0,1,4
0,24.0,38,0,0,1,2,0,0,0,0,0,0,0,1,350,12,0,3.0,1,1,143,1,4,0.05,2,1,0,3.0,0,0,0,1,0,0,0,1
1,12.0,100,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,13.0,1,1,470,9,4,0.07500000000000001,1,1,0,13.0,1,0,0,1,0,0,0,4
0,48.0,48,0,0,5,6,0,0,1,0,0,0,0,1,200,2,1,9.0,1,1,84,4,4,0.1,2,1,1,11.0,0,0,0,1,0,0,0,2
1,5.0,99,0,0,2,3,5,1,1,0,0,1,0,1,0,2,0,2.0,1,1,12,2,3,0.020833333333333336,1,1,0,2.0,1,0,0,0,0,0,0,3
0,36.0,136,50,1,0,6,0,1,1,0,0,0,0,1,0,12,0,5.0,1,1,52,4,4,0.15000000000000002,2,1,0,5.0,1,1,0,1,0,0,0,3
0,48.0,40,0,0,1,0,0,1,0,0,0,1,0,1,50,12,0,0.0,1,1,30,1,3,0.2,2,0,0,0.0,0,0,0,0,0,0,0,4
1,0.0,99,0,2,0,1,5,0,1,1,1,1,0,3,0,2,0,7.0,1,1,51,1,1,0.0,1,1,0,7.0,1,0,1,0,0,1,0,1
1,8.0,100,0,1,0,2,5,1,0,1,1,1,0,1,10,10,0,4.0,1,1,61,13,1,0.03333333333333333,1,1,0,4.0,0,0,0,0,0,0,0,3
1,13.0,117,77,1,0,5,0,1,1,0,0,1,0,1,0,2,0,3.0,1,1,103,1,3,0.05416666666666667,2,1,0,3.0,1,1,0,0,0,0,0,1
1,1.0,99,78,1,2,6,0,0,1,1,1,1,0,1,0,2,0,4.0,1,1,103,1,1,0.0020833333333333333,1,1,0,4.0,1,1,0,0,0,1,0,2
1,5.0,100,0,0,1,4,5,1,0,1,1,1,0,1,0,12,0,1.0,1,1,10,2,1,0.020833333333333336,1,1,0,1.0,1,0,0,0,0,0,0,2
0,36.0,51,0,0,0,1,5,1,0,0,0,0,0,1,350,12,0,1.0,1,1,77,2,4,0.15000000000000002,2,1,0,1.0,0,0,0,1,0,0,0,4
0,2.0,136,0,1,0,3,0,1,0,1,0,1,0,1,0,12,0,4.0,1,1,60,8,2,0.008333333333333333,1,1,0,4.0,1,0,0,0,0,1,0,1
1,60.0,89,101,0,0,5,5,2,1,0,0,0,0,2,0,12,0,1.0,1,1,143,1,4,0.375,2,1,0,1.0,1,1,1,1,0,0,0,4
1,10.0,100,0,1,1,4,0,1,0,1,1,1,0,1,0,12,0,2.0,1,1,3,2,1,0.04166666666666667,1,1,0,2.0,1,0,0,0,0,0,0,4
0,0.0,136,0,2,0,1,1,1,1,1,2,1,0,6,0,7,0,1.0,1,1,20,5,1,0.0,1,1,0,1.0,1,0,1,0,1,1,0,3
0,27.0,136,0,1,2,0,0,1,0,0,0,0,0,1,0,12,0,4.0,1,1,99,1,4,0.1125,2,1,0,4.0,1,0,0,1,0,0,0,4
0,2.0,136,0,0,0,0,0,1,0,0,0,1,0,1,0,2,0,1.0,1,1,84,2,3,0.008333333333333333,1,1,0,1.0,1,0,0,0,0,1,0,2
0,1.0,136,0,0,0,1,0,1,0,1,1,1,0,1,0,2,0,1.0,1,1,124,9,1,0.004166666666666667,1,1,0,1.0,1,0,0,0,0,1,0,2
0,2.0,94,107,0,0,1,5,2,0,0,0,1,0,1,0,2,0,1.0,1,1,58,262,3,0.0125,1,1,0,1.0,1,1,0,0,0,1,0,1
0,3.0,139,107,1,0,6,0,1,1,0,0,0,0,1,200,2,0,1.0,1,1,53,35,4,0.0125,1,1,0,1.0,0,1,0,1,0,1,0,3
1,2.0,100,0,0,0,0,0,1,0,0,0,1,0,1,0,2,0,9.0,1,1,126,33,3,0.008333333333333333,1,1,0,9.0,1,0,0,0,0,1,0,1
1,3.0,100,0,2,3,4,5,1,0,1,0,1,0,2,0,12,0,4.0,1,1,33,6,2,0.0125,1,1,0,4.0,1,0,1,0,0,1,0,3
0,5.0,8,14,1,2,3,0,1,1,2,0,0,0,1,0,3,0,5.0,0,1,33,1,3,0.020833333333333336,1,1,0,5.0,1,1,0,0,1,0,0,4
1,2.0,98,77,2,3,0,0,2,2,1,1,1,0,4,0,12,0,5.0,1,1,2,5,1,0.0125,1,1,0,5.0,1,1,1,0,0,1,0,4
1,8.0,122,101,1,1,5,0,0,0,2,2,2,0,1,0,12,0,2.0,1,1,23,1,1,0.016666666666666666,1,1,0,2.0,1,1,0,0,3,0,0,4
1,1.0,100,0,0,3,4,0,0,0,1,0,1,0,1,0,2,0,2.0,1,1,140,2,2,0.0020833333333333333,1,1,0,2.0,1,0,0,0,0,1,0,3
0,12.0,62,0,0,4,0,0,1,1,0,0,0,0,1,0,2,0,2.0,1,1,88,14,4,0.05,1,1,0,2.0,1,0,0,1,0,0,0,2
0,36.0,8,0,1,2,0,0,2,1,0,0,1,0,1,0,2,0,1.0,1,1,120,1,3,0.225,2,1,0,1.0,1,0,0,0,0,0,0,2
1,24.0,100,0,1,1,3,0,1,1,0,0,0,0,1,0,2,0,2.0,1,1,17,6,4,0.1,2,1,0,2.0,1,0,0,1,0,0,0,4
0,8.0,136,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,3.0,1,1,157,31,4,0.03333333333333333,1,1,0,3.0,1,0,0,1,0,0,0,4
1,8.0,122,78,0,0,6,0,1,1,0,0,0,0,1,0,12,0,4.0,1,1,297,3,4,0.03333333333333333,1,1,0,4.0,1,1,0,1,0,0,0,1
0,6.0,8,107,0,1,0,0,1,1,2,2,2,0,1,0,2,0,4.0,1,1,35,1,1,0.025,1,1,0,4.0,1,1,0,0,3,0,0,4
0,12.0,136,0,1,4,6,0,1,0,2,2,2,0,1,0,2,1,1.0,1,1,92,1,1,0.05,1,1,1,3.0,1,0,0,0,3,0,0,4
0,1.0,136,0,1,0,1,5,1,0,1,0,1,0,1,0,2,0,1.0,1,1,38,1,2,0.004166666666666667,1,1,0,1.0,1,0,0,0,0,1,0,1
1,1.0,100,0,2,3,6,0,1,0,1,0,1,0,2,0,2,0,4.0,1,1,76,23,2,0.004166666666666667,1,1,0,4.0,1,0,1,0,0,1,0,1
0,9.0,38,0,0,1,0,0,0,1,0,0,1,0,1,0,2,0,3.0,1,1,46,1,3,0.018750000000000003,1,1,0,3.0,1,0,0,0,0,0,0,1
1,2.0,129,0,0,0,4,4,0,0,1,1,1,0,1,0,2,0,4.0,1,1,15,1,1,0.004166666666666667,1,1,0,4.0,1,0,0,0,0,1,0,2
1,2.0,132,77,0,0,1,2,0,1,1,1,1,0,1,0,2,0,5.0,1,1,123,20,1,0.004166666666666667,1,1,0,5.0,1,1,0,0,0,1,0,1
1,24.0,99,76,1,0,3,5,1,2,2,2,2,0,6,0,2,0,4.0,1,1,5,2,1,0.1,2,1,0,4.0,1,1,1,0,3,0,0,4
1,5.0,100,0,1,0,3,4,1,0,1,0,1,0,1,0,2,0,6.0,1,1,63,16,2,0.020833333333333336,1,1,0,6.0,1,0,0,0,0,0,0,3
1,2.0,99,0,0,5,0,0,0,1,2,2,2,0,2,0,2,0,1.0,1,1,13,6,1,0.004166666666666667,1,1,0,1.0,1,0,1,0,3,1,0,2
0,2.0,21,107,0,1,6,0,1,1,1,1,1,0,1,0,2,0,5.0,1,1,17,3,1,0.008333333333333333,1,1,0,5.0,1,1,0,0,0,1,0,1
0,3.0,136,0,0,1,3,5,1,1,2,2,2,0,1,50,7,0,1.0,0,1,36,8,1,0.0125,1,1,0,1.0,0,0,0,0,3,1,0,4
0,2.0,136,0,1,0,0,0,0,0,1,1,1,0,1,0,12,0,5.0,1,1,26,1,1,0.004166666666666667,1,1,0,5.0,1,0,0,0,0,1,0,2
0,1.0,136,0,1,1,0,0,1,0,1,1,1,0,1,0,4,0,2.0,1,1,31,32,1,0.004166666666666667,1,1,0,2.0,1,0,0,0,0,1,0,3
0,3.0,136,0,1,0,6,0,1,0,0,0,1,0,1,0,2,0,3.0,1,1,90,65,3,0.0125,1,1,0,3.0,1,0,0,0,0,1,0,3
1,4.0,100,0,0,6,0,0,0,0,2,2,2,0,1,0,12,0,2.0,1,1,9,14,1,0.008333333333333333,1,1,0,2.0,1,0,0,0,3,0,0,1
0,65.0,40,0,1,4,0,0,0,0,0,0,0,0,1,0,12,0,1.0,0,1,30,1,4,0.13541666666666669,2,1,0,1.0,1,0,0,1,0,0,0,2
0,2.0,136,0,1,6,0,0,1,1,2,2,2,0,1,0,0,0,1.0,1,1,11,30,1,0.008333333333333333,1,1,0,1.0,1,0,0,0,3,1,0,4
0,1.0,136,0,2,1,6,0,0,0,1,1,1,0,3,0,7,0,4.0,0,1,75,1,1,0.0020833333333333333,1,1,0,4.0,1,0,1,0,0,1,0,1
0,3.0,136,0,1,0,0,0,1,0,1,0,1,0,1,0,2,0,3.0,1,1,14,19,2,0.0125,1,1,0,3.0,1,0,0,0,0,1,0,2
1,2.0,100,0,1,0,2,5,0,0,0,0,1,0,1,0,3,0,5.0,1,1,51,2,3,0.004166666666666667,1,1,0,5.0,1,0,0,0,0,1,0,3
1,2.0,84,78,0,0,6,0,0,1,1,0,2,0,1,0,2,0,2.0,1,1,25,2,2,0.004166666666666667,1,1,0,2.0,1,1,0,0,1,1,0,0
1,4.0,91,0,1,0,1,5,1,1,1,0,1,0,1,50,12,0,3.0,1,1,238,21,2,0.016666666666666666,1,1,0,3.0,0,0,0,0,0,0,0,1
1,60.0,84,63,1,0,1,2,1,0,0,0,1,0,2,0,12,0,2.0,1,1,102,2,3,0.25,2,1,0,2.0,1,1,1,0,0,0,0,1
1,3.0,117,0,1,0,5,0,0,2,1,1,1,0,1,0,2,0,1.0,0,1,3,1,1,0.00625,1,1,0,1.0,1,0,0,0,0,1,0,1
0,2.0,136,0,2,0,1,5,1,1,1,1,1,0,3,0,12,0,1.0,1,1,166,2,1,0.008333333333333333,1,1,0,1.0,1,0,1,0,0,1,0,3
0,2.0,136,107,0,1,0,0,1,1,0,0,1,0,1,0,2,0,4.0,1,1,2,180,3,0.008333333333333333,1,1,0,4.0,1,1,0,0,0,1,0,2
1,1.0,80,0,1,1,2,2,0,0,1,1,1,1,1,0,12,0,3.0,1,1,48,1,0,0.0020833333333333333,1,1,0,3.0,1,0,0,0,0,1,0,4
0,2.0,136,0,1,0,0,0,1,1,1,0,1,0,1,0,4,0,3.0,1,1,30,6,2,0.008333333333333333,1,1,0,3.0,1,0,0,0,0,1,0,4
1,5.0,100,78,1,1,4,0,0,0,1,1,1,0,1,0,2,0,4.0,1,1,3,12,1,0.010416666666666668,1,1,0,4.0,1,1,0,0,0,0,0,2
1,5.0,129,78,0,3,6,0,1,0,1,0,1,0,1,0,2,0,3.0,1,1,61,2,2,0.020833333333333336,1,1,0,3.0,1,1,0,0,0,0,0,2
0,36.0,24,0,0,6,0,0,0,2,0,0,1,0,1,300,2,0,2.0,1,1,38,2,3,0.07500000000000001,2,1,0,2.0,0,0,0,0,0,0,0,1
0,3.0,136,107,1,1,6,0,1,1,1,1,1,0,1,0,5,0,1.0,1,1,13,2,1,0.0125,1,1,0,1.0,1,1,0,0,0,1,0,4
1,2.0,78,0,1,0,1,5,1,1,1,1,2,1,1,0,7,0,1.0,1,1,30,1,0,0.008333333333333333,1,1,0,1.0,1,0,0,0,1,1,0,1
0,11.0,136,0,0,1,6,0,0,0,2,2,2,0,1,0,2,0,1.0,1,1,28,40,1,0.02291666666666667,1,1,0,1.0,1,0,0,0,3,0,0,3
0,2.0,136,51,2,0,1,1,1,2,1,1,1,0,2,0,4,0,2.0,1,1,48,6,1,0.008333333333333333,1,1,0,2.0,1,1,1,0,0,1,0,1
0,2.0,136,0,2,0,1,0,1,0,0,0,1,0,12,0,12,0,6.0,1,1,30,5,3,0.008333333333333333,1,1,0,6.0,1,0,1,0,0,1,0,3
0,1.0,136,0,2,1,6,0,0,0,1,1,1,0,3,0,5,0,23.0,1,1,138,3,1,0.0020833333333333333,1,1,0,23.0,1,0,1,0,0,1,0,3
